setting,accuracy
Gemma3 Direct vs. Original,80.26621446561516
Gemma3 CoT vs. Original,78.34931051928575
Gemma3 Corrupted CoT vs. Original,22.04978812324
Gemma3 Partial CoT vs. Original,78.76494421745797
Phi Direct vs. Original,5.073648243909723
Phi w/ CoT vs. Original,34.94451403549857
Phi w/ Corrupted CoT vs. Original,11.954497948113662
Phi w/ Partial CoT vs. Original,9.276207451684488
