English - Hindi Align score,English - Hindi rouge score
0.7231033444404602,0.28178694158075607
0.7566109299659729,0.29180327868852457
0.48321568965911865,0.1111111111111111
0.5969817042350769,0.17235494880546073
0.8053150773048401,0.18780658724597055
0.6768070459365845,0.26320064987814784
0.5471370220184326,0.27408142999006946
0.6393323540687561,0.16647662485746864
0.7040697932243347,0.18726275832981867
0.7502098083496094,0.17197452229299365
0.6318250894546509,0.3172413793103448
0.7140398621559143,0.23010752688172043
0.03477928414940834,0.014705882352941175
0.761791467666626,0.46841593780369284
0.8488382697105408,0.44475524475524475
0.805149257183075,0.23568464730290456
0.8028061985969543,0.23768115942028986
0.6660596132278442,0.23962040332147092
0.6419978737831116,0.3993055555555556
0.7853114008903503,0.3125
0.8221080303192139,0.23952802359882008
0.5761510133743286,0.06451612903225806
0.8942291140556335,0.39661016949152544
0.8742121458053589,0.461086637298091
0.6485937237739563,0.33724340175953077
0.7943060994148254,0.5044642857142857
0.8390753865242004,0.6115702479338843
0.4136720299720764,0.27005870841487273
0.7649415731430054,0.3930131004366812
0.6541574001312256,0.37569060773480667
0.778816819190979,0.4355300859598854
0.7372862100601196,0.34873323397913564
0.8499103784561157,0.3314794215795328
0.7800027132034302,0.5948905109489051
0.8561331033706665,0.4059405940594059
0.785642147064209,0.37968561064087064
0.8209696412086487,0.5609397944199707
0.9023501873016357,0.14337899543378996
0.7479250431060791,0.37753882915173237
0.8947247266769409,0.3050847457627119
0.8008130788803101,0.27295597484276723
0.5621362924575806,0.13925327951564076
0.36574381589889526,0.13333333333333336
0.6596136689186096,0.24498886414253895
0.6297138929367065,0.057181756296800536
0.7535159587860107,0.18630573248407642
0.920115053653717,0.25877192982456143
0.8655325770378113,0.46135265700483097
0.7771785259246826,0.44029850746268656
0.844203531742096,0.3231597845601436
0.3426114618778229,0.1419141914191419
0.7701308727264404,0.3354838709677419
0.4801330268383026,0.14610778443113775
0.3028694689273834,0.1846496106785317
0.840644896030426,0.2780203784570597
0.3992157578468323,0.14382896015549076
0.5904403924942017,0.318739054290718
0.6943162083625793,0.3640960809102402
0.763192892074585,0.21120293847566576
0.7969056367874146,0.4225352112676056
0.6506859660148621,0.24758220502901354
0.6701552867889404,0.30350194552529186
0.07521599531173706,0.007968127490039839
0.7154645323753357,0.3379571248423708
0.7582148313522339,0.364153627311522
0.6906687617301941,0.25994180407371487
0.7398803234100342,0.29218573046432617
0.6879153847694397,0.22565687789799074
0.7968653440475464,0.256150506512301
0.6908940076828003,0.40268456375838924
0.7228866815567017,0.3217821782178218
0.8293783068656921,0.3567567567567568
0.8873016238212585,0.5398373983739837
0.8460345268249512,0.28402366863905326
0.4101969003677368,0.13793103448275862
0.49711287021636963,0.14314928425357873
0.818011462688446,0.47512437810945274
0.8274290561676025,0.3210272873194221
0.676461935043335,0.255653883972468
0.7027393579483032,0.33986928104575165
0.7061173319816589,0.38602941176470584
0.577987790107727,0.33098591549295775
0.6880204081535339,0.3489499192245557
0.6261173486709595,0.34057971014492755
0.8328843712806702,0.48764415156507407
0.3570125102996826,0.11625794732061763
0.8144526481628418,0.12354521038495972
0.7215608954429626,0.14455917394757745
0.8250687122344971,0.452755905511811
0.8007012009620667,0.20379746835443036
0.5369735360145569,0.1773913043478261
0.6545623540878296,0.29128738621586475
0.8277208805084229,0.3446054750402576
0.9524589776992798,0.11585154353104406
0.7781594395637512,0.2306648575305292
0.8329282999038696,0.3944444444444445
0.6724482178688049,0.35793357933579334
0.9133049845695496,0.20133414190418436
0.8815916180610657,0.40441176470588236
0.8170940279960632,0.3237822349570201
0.8475251197814941,0.07115489874110563
0.7390990257263184,0.33923303834808255
0.8020686507225037,0.18697993147332356
0.8395695090293884,0.33926453143534996
0.7536848187446594,0.3756521739130435
0.7279760837554932,0.31923076923076926
0.46070536971092224,0.10632183908045979
0.68025141954422,0.3125
0.7394781708717346,0.27450980392156865
0.7548111081123352,0.4054878048780488
0.47352513670921326,0.1720520352496853
0.8541994094848633,0.30238393977415307
0.47097277641296387,0.12694125590817015
0.48263120651245117,0.2743280815569972
0.8205884099006653,0.15870153291253378
0.8289554715156555,0.05621033544877606
0.7783476114273071,0.14565151971110443
0.7432715892791748,0.40268456375838924
0.7029804587364197,0.29559748427672955
0.001442614127881825,0.0
0.6708450317382812,0.23962040332147097
0.7424305081367493,0.32078559738134205
0.6495831608772278,0.09367245657568239
0.5928404927253723,0.25485961123110146
0.7978123426437378,0.34087481146304677
0.616571843624115,0.41516245487364617
0.7632615566253662,0.4768518518518518
0.7878279089927673,0.3325942350332594
0.7309508919715881,0.3467741935483871
0.5646281242370605,0.2520161290322581
0.3367968797683716,0.15789473684210528
